Unnamed: 0,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name,car_names
4403,525000.0,58000,Diesel,Manual,1st Owner,2013,1186,5,Maruti,Ertiga VDI
4404,625000.0,48000,Petrol,Manual,1st Owner,2018,1199,5,Hyundai,i20 1.2 Spotz
4405,4000000.0,18000,Petrol,Automatic,1st Owner,2021,2499,5,BMW,2 Series 220i M Sport
4406,1675000.0,16000,Petrol,Automatic,1st Owner,2022,2143,5,Skoda,Kushaq 1.0 TSI Style 6 Airbags AT
4407,465000.0,90000,Diesel,Manual,2nd Owner,2015,1197,5,Hyundai,i20 Asta 1.4 CRDi
4408,250000.0,80000,Petrol,Manual,2nd Owner,2006,1199,5,Hyundai,Accent GLE
4409,830000.0,140000,Petrol,Manual,1st Owner,2018,1461,5,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone
4410,400000.0,60000,Diesel,Manual,2nd Owner,2019,998,5,Hyundai,Grand i10 1.2 CRDi Asta
4411,900000.0,17000,Petrol,Manual,1st Owner,2019,2143,5,Honda,WR-V i-VTEC VX
4412,4200000.0,111000,Petrol,Automatic,1st Owner,2018,1061,5,Lexus,NX 300h
4413,2850000.0,38000,Diesel,Automatic,2nd Owner,2015,1248,5,Mercedes-Benz,M-Class ML 250 CDI
4414,385000.0,80000,Petrol,Manual,2nd Owner,2013,1498,5,Maruti,Swift VXI
4415,600000.0,36500,Petrol,Manual,1st Owner,2017,1196,5,Honda,Amaze V Petrol BSIV
4416,425000.0,55000,Diesel,Manual,2nd Owner,2018,1497,5,Nissan,Sunny XE D
4417,300000.0,80000,Petrol,Manual,2nd Owner,2016,796,5,Maruti,Wagon R VXI Optional
4418,620000.0,98000,Diesel,Automatic,2nd Owner,2010,1198,5,Mercedes-Benz,C-Class C 220 CDI Elegance AT
4419,198000.0,200000,Petrol,Manual,3rd Owner,2007,796,5,Maruti,Wagon R LXI Minor
4420,325000.0,140000,Diesel,Manual,2nd Owner,2012,1198,5,Maruti,Swift VDI
4421,360000.0,100000,Diesel,Manual,2nd Owner,2014,1497,5,Volkswagen,Vento 1.5 TDI Highline
4422,230000.0,168000,Petrol,Manual,3rd Owner,2012,1196,5,Maruti,Eeco 5 Seater AC BSIV
4423,1500000.0,25000,Petrol,Automatic,1st Owner,2021,995,7,Kia,Seltos HTX IVT G
4424,110000.0,120000,Petrol,Manual,4th Owner,2009,998,5,Maruti,Alto LX BSIII
4425,445000.0,30000,Petrol,Manual,2nd Owner,2017,796,7,Honda,Amaze E i-VTEC
4426,136000.0,100000,Petrol,Manual,1st Owner,2011,1497,5,Maruti,Alto LX
4427,250000.0,80000,Petrol,Manual,1st Owner,2016,1461,5,Nissan,Micra Active XL Petrol
4428,1000000.0,50000,Petrol,Manual,1st Owner,2016,1196,5,Honda,City i VTEC VX Option
4429,290000.0,40000,Cng,Manual,1st Owner,2021,1796,7,Maruti,Eeco CNG 5 Seater AC
4430,,100000,Petrol,Manual,4th Owner,2009,1061,5,Chevrolet,Spark 1.0 LS
4431,300000.0,166000,Petrol,Manual,1st Owner,2015,1197,5,Maruti,Wagon R VXI Optional
4432,185000.0,74000,Petrol,Manual,1st Owner,2014,1373,5,Maruti,Alto 800 LXI
4433,700000.0,80000,Petrol,Manual,1st Owner,2017,1451,5,Honda,BR-V i-VTEC E MT
4434,650000.0,60000,Diesel,Manual,2nd Owner,2019,1197,5,Renault,Duster 85PS Diesel RxS
4435,410000.0,50000,Petrol,Manual,2nd Owner,2020,1498,5,Maruti,Eeco 7 Seater STD 2020-2022
4436,1000000.0,70000,Petrol,Automatic,2nd Owner,2011,1248,5,Mercedes-Benz,E-Class E 200 CGI Elegance
4437,220000.0,73000,Petrol,Manual,2nd Owner,2010,1497,5,Maruti,Wagon R LXI Minor
4438,650000.0,70000,Petrol,Manual,1st Owner,2018,1197,5,Hyundai,i20 1.2 Asta Option
4439,385000.0,120000,Cng,Manual,3rd Owner,2014,1798,7,Maruti,Ertiga LXI CNG
4440,1700000.0,40000,Petrol,Automatic,1st Owner,2021,1248,5,MG,Hector Sharp DCT
4441,675000.0,50000,Petrol,Manual,1st Owner,2018,998,5,Hyundai,i20 1.2 Asta
4442,470000.0,70000,Diesel,Manual,2nd Owner,2015,2179,5,Honda,Amaze SX i-DTEC
4443,590000.0,70000,Diesel,Manual,2nd Owner,2015,2967,5,Maruti,Ciaz ZDi Plus SHVS
4444,350000.0,92000,Petrol,Automatic,2nd Owner,2010,1197,5,Honda,City 1.5 V AT
4445,411000.0,60000,Petrol,Manual,1st Owner,2015,1797,5,Hyundai,Grand i10 Magna
4446,400000.0,45000,Petrol,Manual,3rd Owner,2012,1197,5,Skoda,Superb Petrol Ambition
4447,135000.0,58000,Diesel,Manual,3rd Owner,2009,1199,5,Tata,Manza Aura (ABS) Quadrajet
4448,311000.0,90000,Petrol,Manual,1st Owner,2013,1493,5,Maruti,Wagon R VXI BS IV
4449,1350000.0,35000,Diesel,Manual,2nd Owner,2019,1061,5,Tata,Hexa XM Plus
4450,550000.0,80000,Diesel,Automatic,4th Owner,2010,1198,5,Audi,A6 3.0 TDI quattro
4451,289000.0,80000,Petrol,Manual,2nd Owner,2014,1197,5,Hyundai,Grand i10 Sportz
4452,341000.0,200000,Petrol,Manual,2nd Owner,2012,1298,5,Hyundai,Elantra SX
4453,350000.0,80000,Petrol,Manual,2nd Owner,2015,1196,5,Hyundai,Grand i10 Sportz
4454,170000.0,40000,Petrol,Manual,1st Owner,2011,1298,5,Chevrolet,Beat LT
4455,1550000.0,32000,Diesel,Automatic,1st Owner,2021,1198,5,Hyundai,Verna SX Opt AT Diesel
4456,175000.0,70000,Petrol,Manual,2nd Owner,2009,1197,5,Maruti,Wagon R LXI Minor
4457,320000.0,80000,Diesel,Manual,2nd Owner,2017,1197,7,Mahindra,KUV 100 NXT D75 K8 5Str
4458,700000.0,60000,Petrol,Manual,1st Owner,2021,998,5,Maruti,Swift Dzire VXI
4459,160000.0,130000,Petrol,Manual,4th Owner,2008,1798,4,Maruti,Swift 1.3 VXi
4460,130000.0,100000,Cng,Manual,4th Owner,2010,1248,7,Maruti,Eeco 5 STR With AC Plus HTR CNG
4461,250000.0,80000,Petrol,Manual,2nd Owner,2009,1197,5,Maruti,Swift Dzire VXi
4462,308000.0,80000,Petrol,Automatic,3rd Owner,2017,624,5,Nissan,Micra XV CVT
4463,750000.0,30000,Petrol,Manual,1st Owner,2020,1373,5,Hyundai,i20 Sportz
4464,600000.0,30000,Petrol,Manual,1st Owner,2018,1461,7,Hyundai,i20 1.2 Spotz
4465,250000.0,90000,Petrol,Manual,2nd Owner,2011,1248,5,Maruti,Wagon R VXI Minor
4466,145000.0,120000,Petrol,Manual,4th Owner,2008,1196,5,Toyota,Corolla Altis 1.8 J
4467,700000.0,157000,Diesel,Manual,1st Owner,2017,2982,5,Maruti,Ertiga SHVS VDI
4468,425000.0,50000,Petrol,Manual,3rd Owner,2020,1199,5,Maruti,Wagon R VXI 1.2
4469,,15000,Petrol,Manual,2nd Owner,2012,2953,5,Tata,Nano LX SE
4470,425000.0,90000,Petrol,Manual,4th Owner,2013,1197,5,Maruti,Ertiga VXI
4471,190000.0,111000,Diesel,Manual,2nd Owner,2013,1197,5,Renault,Pulse RxL
4472,150000.0,120000,Diesel,Manual,1st Owner,2011,1248,5,Tata,Indica Aqua 1.3 Quadrajet
4473,351000.0,90000,Cng,Manual,4th Owner,2016,998,5,Maruti,Eeco CNG HTR 5-STR
4474,1500000.0,40000,Diesel,Automatic,2nd Owner,2014,1198,5,Toyota,Fortuner 4x2 AT
4475,425000.0,110000,Petrol,Manual,1st Owner,2018,796,5,Tata,Tiago 1.2 Revotron XZ
4476,580000.0,210000,Diesel,Manual,1st Owner,2008,1197,5,Ford,Endeavour 3.0 4x4 Thunder Plus
4477,575000.0,80000,Cng,Manual,2nd Owner,2019,1497,5,Hyundai,Grand i10 1.2 Kappa Magna CNG BSIV
4478,399000.0,100000,Petrol,Manual,3rd Owner,2013,796,5,Maruti,Swift Dzire VXI
4479,325000.0,198000,Diesel,Manual,2nd Owner,2011,999,5,Maruti,Swift Dzire VDi
4480,350000.0,70000,Petrol,Manual,1st Owner,2019,998,5,Maruti,Alto K10 VXI
4481,750000.0,100000,Petrol,Manual,1st Owner,2020,2143,5,Tata,Nexon 1.2 Revotron XZ Plus
4482,235000.0,50000,Cng,Manual,2nd Owner,2016,799,5,Maruti,Alto 800 CNG LXI
4483,380000.0,90000,Petrol,Manual,1st Owner,2014,1086,5,Hyundai,i20 Era 1.2
4484,275000.0,120000,Petrol,Manual,4th Owner,2011,1086,7,Honda,City 1.5 V MT
4485,151000.0,90000,Petrol,Manual,3rd Owner,2012,998,5,Maruti,Alto LXi
4486,100000.0,68000,Petrol,Automatic,2nd Owner,2002,1599,5,Hyundai,Santro AT
4487,165000.0,100000,Petrol,Manual,2nd Owner,2010,998,5,Maruti,A-Star Vxi
4488,1200000.0,68551,Diesel,Automatic,1st Owner,2013,1248,7,Mercedes-Benz,C-Class 220 CDI AT
4489,450000.0,20000,Petrol,Manual,1st Owner,2021,1984,5,Renault,KWID RXT
4490,250000.0,100000,Petrol,Manual,2nd Owner,2014,1197,5,Hyundai,Santro Xing GL Plus
4491,160000.0,90000,Petrol,Manual,3rd Owner,2008,2446,7,Hyundai,Santro Xing GLS
4492,180000.0,90000,Cng,Manual,2nd Owner,2010,1061,5,Maruti,Wagon R LXI CNG
4493,200000.0,100000,Petrol,Manual,1st Owner,2009,2755,5,Hyundai,Verna 1.6 Xi ABS
4494,350000.0,83000,Petrol,Manual,2nd Owner,2015,1197,5,Maruti,Wagon R VXI BS IV
4495,450000.0,120000,Diesel,Manual,2nd Owner,2014,1248,5,Maruti,Ertiga VDI
4496,1300000.0,50000,Diesel,Automatic,2nd Owner,2014,1997,5,Volvo,V40 Cross Country D3
4497,450000.0,80000,Petrol,Manual,3rd Owner,2018,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option
4498,175000.0,120000,Diesel,Manual,3rd Owner,2001,1493,5,Toyota,Qualis FS B1
4499,125000.0,60000,Petrol,Manual,2nd Owner,2007,1498,4,Maruti,Wagon R LX Minor
4500,2701000.0,114000,Diesel,Manual,1st Owner,2017,1199,5,Toyota,Fortuner 2.8 2WD MT BSIV
4501,680000.0,17000,Petrol,Manual,1st Owner,2021,1197,8,Maruti,Swift VXI
4502,775000.0,72000,Diesel,Manual,1st Owner,2016,1498,7,Maruti,Vitara Brezza ZDi Plus Dual Tone
4503,1000000.0,75000,Diesel,Manual,2nd Owner,2016,1248,5,Mahindra,Scorpio 1.99 S10
4504,820000.0,30000,Petrol,Automatic,1st Owner,2020,2184,5,Hyundai,i20 Asta Option CVT
4505,1775000.0,60000,Diesel,Automatic,1st Owner,2020,1497,5,Hyundai,Creta SX Opt Diesel AT
4506,875000.0,50000,Diesel,Automatic,1st Owner,2019,2494,5,Honda,Amaze V CVT Diesel BSIV
4507,925000.0,12000,Petrol,Automatic,1st Owner,2022,1493,5,Honda,Amaze VX CVT
4508,575000.0,67000,Petrol,Manual,1st Owner,2017,1197,5,Maruti,Swift VXI Optional
4509,1050000.0,50000,Diesel,Manual,1st Owner,2020,1956,5,Ford,Ecosport 1.5 Diesel Titanium Plus
4510,675000.0,97000,Diesel,Manual,1st Owner,2016,1582,7,Maruti,Ciaz ZDi Plus SHVS
4511,1650000.0,17000,Diesel,Automatic,1st Owner,2021,1497,5,Mahindra,Thar LX 4-Str Hard Top Diesel AT
4512,1050000.0,65000,Diesel,Manual,1st Owner,2020,1995,5,Mahindra,XUV300 W8 Option Diesel
4513,825000.0,137000,Diesel,Manual,2nd Owner,2015,1497,5,Toyota,Innova 2.5 GX (Diesel) 8 Seater
4514,750000.0,48000,Diesel,Manual,1st Owner,2017,1396,5,Mahindra,Bolero Power Plus ZLX
4515,675000.0,13000,Petrol,Manual,1st Owner,2020,2755,5,Maruti,Swift Dzire VXI
4516,1775000.0,52000,Diesel,Manual,1st Owner,2021,1248,5,MG,Hector Sharp Diesel MT
4517,975000.0,68000,Diesel,Manual,2nd Owner,2017,1493,7,Hyundai,Creta 1.6 CRDi SX Plus
4518,1025000.0,82000,Diesel,Manual,1st Owner,2019,1248,5,Mahindra,XUV300 W8 Option Diesel BSIV
4519,620000.0,120000,Diesel,Manual,1st Owner,2016,1995,7,Renault,Koleos 4X4 MT
4520,290000.0,120000,Petrol,Manual,2nd Owner,2008,1493,5,Honda,City EXi
4521,690000.0,65000,Diesel,Manual,1st Owner,2017,1582,5,Hyundai,i20 Asta Option Diesel
4522,3700000.0,67000,Diesel,Automatic,1st Owner,2019,2755,5,Toyota,Fortuner 2.8 4WD AT
4523,725000.0,79000,Diesel,Manual,1st Owner,2017,1498,5,Maruti,Ciaz ZDi Plus SHVS
4524,1850000.0,9000,Diesel,Manual,1st Owner,2021,2393,5,Hyundai,Creta SX Opt Diesel
4525,730000.0,64000,Diesel,Manual,1st Owner,2018,1248,5,Maruti,Swift Dzire VDI
4526,3200000.0,18000,Diesel,Automatic,1st Owner,2020,1396,5,BMW,X1 sDrive20d Expedition
4527,1825000.0,38000,Diesel,Manual,1st Owner,2022,1956,5,Kia,Seltos HTX Plus D
4528,890000.0,84000,Diesel,Manual,1st Owner,2018,1582,7,Hyundai,Verna CRDi 1.6 SX
4529,2900000.0,95000,Diesel,Automatic,1st Owner,2017,1197,7,Toyota,Fortuner 2.8 2WD AT BSIV
4530,790000.0,51000,Diesel,Manual,1st Owner,2018,1497,5,Honda,Amaze VX i DTEC
4531,2100000.0,90000,Diesel,Manual,2nd Owner,2019,1493,7,Toyota,Innova Crysta 2.4 ZX MT BSIV
4532,600000.0,65000,Diesel,Manual,1st Owner,2019,1198,5,Maruti,Swift DDiS LDI
4533,700000.0,69000,Diesel,Manual,1st Owner,2016,3198,5,Hyundai,i20 Asta Option 1.4 CRDi
4534,2100000.0,40000,Diesel,Automatic,1st Owner,2020,1462,5,Tata,Harrier XZA Plus Dark Edition AT
4535,975000.0,75000,Diesel,Automatic,1st Owner,2017,1591,5,Hyundai,Verna 1.6 CRDI AT SX Option
4536,550000.0,65000,Petrol,Manual,1st Owner,2018,2198,5,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
4537,950000.0,43000,Petrol,Manual,1st Owner,2019,1956,5,Honda,City i-VTEC V
4538,1800000.0,23000,Diesel,Manual,1st Owner,2021,796,5,Hyundai,Creta SX Opt Diesel
4539,740000.0,27000,Petrol,Manual,1st Owner,2019,1582,7,Honda,Amaze VX i-VTEC
4540,2350000.0,86000,Diesel,Automatic,1st Owner,2016,1196,7,Ford,Endeavour 3.2 Titanium AT 4X4
4541,1040000.0,83000,Petrol,Manual,1st Owner,2019,1197,5,Maruti,Ertiga ZXI
4542,650000.0,44000,Petrol,Automatic,2nd Owner,2014,796,5,Hyundai,Verna 1.6 SX VTVT AT
4543,2750000.0,110000,Diesel,Automatic,1st Owner,2018,999,5,Ford,Endeavour 2.2 Titanium AT 4X2 Sunroof
4544,2100000.0,39000,Diesel,Automatic,1st Owner,2020,1373,5,Tata,Harrier XZA Plus Dark Edition AT
4545,365000.0,18000,Petrol,Manual,1st Owner,2019,1373,5,Maruti,Alto 800 LXI Opt BSIV
4546,1190000.0,91000,Diesel,Automatic,1st Owner,2017,1498,5,Hyundai,Creta 1.6 CRDi AT SX Plus
4547,358000.0,104911,Petrol,Manual,1st Owner,2019,1199,5,Maruti,Eeco 5 Seater AC BSIV
4548,455000.0,127509,Petrol,Manual,1st Owner,2017,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option
4549,328000.0,29353,Petrol,Manual,1st Owner,2019,1451,5,Maruti,Alto 800 LXI
4550,810000.0,42859,Petrol,Manual,1st Owner,2021,1197,5,Renault,Kiger RXZ Turbo
4551,652000.0,106785,Cng,Manual,1st Owner,2017,1498,5,Maruti,Ertiga VXI CNG
4552,409000.0,93703,Petrol,Manual,4th Owner,2013,1299,5,Maruti,Ertiga ZXI
4553,529000.0,111474,Diesel,Manual,2nd Owner,2015,1086,5,Honda,City i DTEC VX
4554,488000.0,77038,Petrol,Automatic,2nd Owner,2015,1461,5,Honda,Jazz 1.2 S AT i VTEC
4555,483000.0,13945,Petrol,Manual,1st Owner,2021,1086,5,Maruti,Ignis Sigma
4556,1615000.0,30106,Petrol,Automatic,1st Owner,2019,1995,7,MG,Hector Sharp DCT
4557,615000.0,84798,Petrol,Manual,1st Owner,2020,1197,5,Maruti,Swift Dzire VXI 1.2
4558,680000.0,92696,Diesel,Manual,2nd Owner,2017,1497,5,Honda,City i DTec VX
4559,,80044,Petrol,Manual,1st Owner,2009,1197,5,Ford,Ikon 1.3 Flair
4560,239000.0,51974,Petrol,Manual,1st Owner,2014,1197,5,Hyundai,Santro Xing GL Plus
4561,363000.0,152000,Diesel,Manual,2nd Owner,2013,2179,5,Renault,Fluence Diesel E4
4562,184000.0,84508,Petrol,Manual,3rd Owner,2014,796,5,Hyundai,Santro Xing GLS
4563,1050000.0,100265,Diesel,Automatic,2nd Owner,2014,1086,5,BMW,X1 sDrive20d
4564,568000.0,69475,Petrol,Manual,2nd Owner,2018,1582,5,Hyundai,i20 1.2 Asta
4565,657000.0,79165,Petrol,Automatic,2nd Owner,2015,1199,5,Honda,City i VTEC CVT VX
4566,214000.0,138094,Petrol,Manual,2nd Owner,2011,799,5,Toyota,Etios Liva G
4567,518000.0,43993,Petrol,Manual,2nd Owner,2018,998,5,Hyundai,i20 1.2 Magna Executive
4568,491000.0,77494,Diesel,Manual,2nd Owner,2012,1461,5,Mahindra,XUV500 W8 2WD
4569,299000.0,33880,Petrol,Manual,1st Owner,2019,1956,5,Maruti,Alto 800 LXI
4570,223000.0,98223,Petrol,Manual,2nd Owner,2012,1198,5,Hyundai,i10 Magna 1.1L
4571,416000.0,90387,Diesel,Manual,1st Owner,2012,998,5,Hyundai,Verna 1.6 SX
4572,404000.0,80176,Petrol,Manual,1st Owner,2018,998,5,Tata,Tiago 1.2 Revotron XZ
4573,237000.0,72685,Petrol,Manual,1st Owner,2016,1582,7,Renault,KWID RXL
4574,239000.0,42090,Petrol,Manual,1st Owner,2013,999,5,Maruti,Wagon R LXI BS IV
4575,350000.0,111332,Diesel,Manual,2nd Owner,2013,1086,5,Renault,Duster 110PS Diesel RxL
4576,1568000.0,32744,Diesel,Manual,2nd Owner,2019,1193,5,MG,Hector Sharp Diesel MT BSIV
4577,207000.0,47910,Petrol,Manual,3rd Owner,2011,1248,5,Nissan,Micra XL
4578,273000.0,98466,Petrol,Manual,1st Owner,2014,2494,5,Maruti,Wagon R VXI BS IV
4579,166000.0,81929,Petrol,Manual,3rd Owner,2011,1197,5,Maruti,Wagon R VXI BS IV
4580,381000.0,56538,Diesel,Manual,2nd Owner,2011,1197,5,Hyundai,Verna 1.6 SX
4581,269000.0,61432,Petrol,Manual,1st Owner,2018,1461,5,Renault,KWID 1.0 RXL
4582,174000.0,87733,Petrol,Manual,3rd Owner,2012,1086,5,Hyundai,Santro Xing GL Plus
4583,241000.0,112991,Petrol,Manual,3rd Owner,2015,1368,5,Tata,Zest Revotron 1.2T XMS
4584,298000.0,124628,Diesel,Manual,2nd Owner,2012,999,5,Maruti,Swift Dzire VDI
4585,957000.0,83233,Diesel,Manual,1st Owner,2015,998,5,Toyota,Innova 2.5 VX (Diesel) 7 Seater
4586,483000.0,73140,Petrol,Manual,1st Owner,2017,1248,5,Maruti,Ignis 1.2 Zeta BSIV
4587,244000.0,111437,Petrol,Manual,2nd Owner,2012,1197,5,Hyundai,i20 1.2 Magna Opt
4588,258000.0,174529,Diesel,Manual,2nd Owner,2013,1197,5,Nissan,Sunny Diesel XV
4589,174000.0,78755,Petrol,Manual,4th Owner,2011,1086,5,Hyundai,i10 Era
4590,675000.0,35336,Petrol,Manual,1st Owner,2018,1248,5,Hyundai,Verna VTVT 1.4 E
4591,429000.0,11755,Petrol,Automatic,1st Owner,2019,1798,5,Renault,KWID Climber 1.0 AMT
4592,134000.0,95891,Petrol,Manual,3rd Owner,2010,1497,5,Maruti,Wagon R LXI BS IV
4593,599000.0,76502,Diesel,Manual,2nd Owner,2018,2143,5,Maruti,Baleno 1.3 Zeta
4594,658000.0,29526,Petrol,Manual,2nd Owner,2021,1198,5,Maruti,Swift Dzire VXI
4595,277000.0,59650,Petrol,Manual,2nd Owner,2012,796,5,Hyundai,i20 Magna
4596,,122236,Petrol,Manual,5th Owner,2009,1495,5,Hyundai,Getz 1.1 GVS
4597,758000.0,44641,Diesel,Manual,1st Owner,2018,1197,5,Maruti,SX4 S Cross Zeta DDiS 200 SH
4598,308000.0,77613,Petrol,Automatic,3rd Owner,2010,1956,5,Skoda,Superb Elegance 1.8 TSI AT
4599,683000.0,61687,Petrol,Automatic,2nd Owner,2015,1399,5,Honda,City i VTEC CVT VX
4600,1636000.0,144496,Diesel,Automatic,1st Owner,2016,1497,5,Mercedes-Benz,CLA 200 CDI Sport
4601,211000.0,149636,Petrol,Manual,3rd Owner,2013,1197,5,Honda,Brio EX MT
4602,199000.0,95489,Petrol,Manual,1st Owner,2015,1061,5,Maruti,Alto 800 LXI
4603,138000.0,155835,Petrol,Manual,4th Owner,2011,1198,5,Hyundai,Accent Executive
4604,548000.0,51371,Petrol,Manual,1st Owner,2019,799,5,Maruti,Swift VXI
4605,1287000.0,57400,Diesel,Manual,1st Owner,2018,1368,7,Jeep,Compass 2.0 Limited 4X4
4606,156000.0,146439,Diesel,Manual,1st Owner,2011,2400,5,Ford,Figo Diesel Titanium
4607,401000.0,69733,Petrol,Manual,1st Owner,2011,1461,5,Honda,City 1.5 V MT
4608,419000.0,92124,Cng,Manual,2nd Owner,2018,1197,5,Hyundai,Xcent Prime T Plus CNG
4609,,85191,Petrol,Manual,3rd Owner,2008,1120,5,Maruti,Wagon R LXI Minor
4610,297000.0,157151,Petrol,Manual,2nd Owner,2014,1248,5,Volkswagen,Polo 1.2 MPI Highline
4611,335000.0,28691,Petrol,Manual,1st Owner,2018,1591,5,Renault,KWID RXT Optional
4612,120000.0,81350,Petrol,Manual,3rd Owner,2011,1998,5,Fiat,Linea T Jet Active
4613,1556000.0,126553,Diesel,Automatic,1st Owner,2013,999,7,Volvo,XC60 D5 Summum
4614,416000.0,86019,Diesel,Manual,2nd Owner,2014,1196,5,Nissan,Terrano XL Plus 85 PS
4615,568000.0,22511,Petrol,Manual,1st Owner,2020,1199,7,Maruti,Swift VXI
4616,424000.0,61893,Diesel,Manual,2nd Owner,2017,2499,5,Hyundai,Grand i10 CRDi Sportz
4617,555000.0,114892,Diesel,Manual,2nd Owner,2015,2143,5,Maruti,Ertiga ZDI
4618,771000.0,50720,Petrol,Manual,1st Owner,2019,1248,5,Hyundai,Verna VTVT 1.6 SX
4619,4000000.0,18000,Petrol,Automatic,1st Owner,2021,1199,7,BMW,2 Series 220i M Sport
4620,1675000.0,16000,Petrol,Automatic,1st Owner,2022,2179,5,Skoda,Kushaq 1.0 TSI Style 6 Airbags AT
4621,415000.0,80000,Petrol,Manual,2nd Owner,2020,1396,5,Maruti,Eeco 5 Seater AC 2020-2022
4622,900000.0,17000,Petrol,Manual,1st Owner,2019,1248,5,Honda,WR-V i-VTEC VX
4623,4200000.0,111000,Petrol,Automatic,1st Owner,2018,1186,5,Lexus,NX 300h
4624,2850000.0,38000,Diesel,Automatic,2nd Owner,2015,1498,5,Mercedes-Benz,M-Class ML 250 CDI
4625,771000.0,71000,Diesel,Manual,1st Owner,2017,1197,5,Maruti,Ertiga SHVS VDI
4626,600000.0,36500,Petrol,Manual,1st Owner,2017,1199,5,Honda,Amaze V Petrol BSIV
4627,590000.0,77000,Diesel,Manual,1st Owner,2013,1499,5,Mahindra,XUV500 W8 AWD
4628,711000.0,68000,Diesel,Manual,1st Owner,2017,1172,5,Hyundai,i20 1.4 Asta Option
4629,230000.0,110000,Diesel,Manual,2nd Owner,2010,1968,5,Maruti,Swift Dzire VDi
4630,550000.0,65000,Diesel,Manual,1st Owner,2018,995,5,Hyundai,Xcent 1.2 CRDi SX
4631,750000.0,77000,Diesel,Manual,2nd Owner,2017,1086,5,Honda,BR-V i-DTEC V MT
4632,450000.0,60000,Petrol,Manual,1st Owner,2015,1498,5,Hyundai,Grand i10 Asta Option
4633,610000.0,2640,Petrol,Automatic,1st Owner,2002,1298,5,Tata,Tiago XTA AMT
4634,230000.0,60000,Petrol,Manual,3rd Owner,2011,1493,5,Ford,Fiesta Petrol Titanium
4635,160000.0,80000,Petrol,Manual,1st Owner,2014,1197,5,Fiat,Punto 1.2 Active
4636,930000.0,120000,Diesel,Automatic,3rd Owner,2016,1341,5,Skoda,Octavia 2.0 TDI AT Style Plus
4637,,80000,Petrol,Manual,2nd Owner,2009,1497,5,Chevrolet,Spark 1.0 LT
4638,100000.0,25000,Petrol,Manual,1st Owner,2007,1353,5,Hyundai,Santro Xing XE
4639,320000.0,90000,Diesel,Manual,2nd Owner,2014,1120,5,Honda,Amaze SX i-DTEC
4640,215000.0,30130,Petrol,Manual,2nd Owner,2006,1248,7,Maruti,Swift 1.3 LXI
4641,1550000.0,32000,Diesel,Automatic,1st Owner,2021,1995,5,Hyundai,Verna SX Opt AT Diesel
4642,675000.0,13000,Petrol,Manual,1st Owner,2022,1199,5,Maruti,Swift VXI
4643,110000.0,40000,Petrol,Manual,2nd Owner,2005,799,5,Hyundai,Getz GLS
4644,1550000.0,20000,Petrol,Automatic,1st Owner,2021,1298,5,Hyundai,Creta SX Opt IVT
4645,1651000.0,16000,Petrol,Automatic,1st Owner,2021,2179,5,Kia,Seltos GTX Plus DCT
4646,370000.0,60000,Diesel,Manual,2nd Owner,2014,1461,5,Hyundai,Grand i10 CRDi Magna
4647,250000.0,120000,Diesel,Manual,3rd Owner,2010,1086,5,Maruti,Swift Dzire ZDi
4648,740000.0,120000,Diesel,Automatic,2nd Owner,2012,1193,5,BMW,X1 sDrive20d
4649,210000.0,70000,Diesel,Manual,2nd Owner,2012,1196,5,Skoda,Fabia 1.2L Diesel Elegance
4650,180000.0,40000,Petrol,Manual,1st Owner,2017,1495,5,Datsun,RediGO T Option
4651,300000.0,120000,Petrol,Manual,2nd Owner,2010,1498,7,Maruti,Swift Dzire VXi
4652,1051000.0,90000,Diesel,Automatic,1st Owner,2017,1598,5,Tata,Hexa XTA
4653,195000.0,90000,Diesel,Manual,1st Owner,2011,1198,5,Nissan,Micra Diesel XV
4654,100000.0,110000,Petrol,Automatic,3rd Owner,2006,1197,5,Hyundai,Santro Xing XG AT eRLX Euro II
4655,280000.0,110000,Petrol,Manual,2nd Owner,2015,1586,7,Tata,Zest Revotron 1.2T XM
4656,225000.0,89511,Petrol,Manual,1st Owner,2011,1493,4,Maruti,Eeco 5 Seater Standard BSIV
4657,150000.0,120000,Cng,Manual,2nd Owner,2012,1248,5,Hyundai,Accent Executive CNG
4658,600000.0,70000,Diesel,Automatic,2nd Owner,2016,1197,5,Skoda,Rapid 1.5 TDI AT Style Plus
4659,390000.0,90000,Petrol,Automatic,2nd Owner,2014,1086,5,Skoda,Rapid 1.6 MPI AT Elegance Black Package
4660,300000.0,50000,Petrol,Manual,1st Owner,2013,1248,5,Honda,Brio EX MT
4661,160000.0,132000,Petrol,Manual,2nd Owner,2011,624,5,Maruti,Ritz LXI
4662,175000.0,80000,Petrol,Manual,3rd Owner,2008,1198,5,Maruti,SX4 Vxi BSIII
4663,1020000.0,30000,Diesel,Manual,1st Owner,2021,796,5,Mahindra,Bolero Neo N10
4664,400000.0,100000,Diesel,Manual,1st Owner,2014,1461,5,Maruti,Swift RS VDI
4665,535000.0,15000,Petrol,Manual,1st Owner,2019,1798,5,Hyundai,Grand i10 1.2 Kappa Magna BSIV
